staSeq,date,collectionMethod,totalInd,sampYr,sampMo,repNumber,subSampleRep,lev1Name,lev1Memb,lev2Name,lev2Memb,levPropNum
14470,2016-09-20,KN2M2,239,2016,9,1,First,4,0.73640167,3,0.263598326,3.736401659
14720,2016-09-20,KN2M2,189,2016,9,1,First,2,0.884615385,3,0.11538462,2.115384629
15796,2016-09-20,KN2M2,288,2016,9,1,First,3,1,3,0,3
19021,2016-09-20,KN2M2,184,2016,9,1,First,5,1,5,0,5
19024,2016-09-20,KN2M2,181,2016,9,1,First,4,1,4,0,4
14226,2016-09-21,KN2M2,237,2016,9,1,First,5,1,5,0,5
14355,2016-09-21,KN2M2,197,2016,9,1,First,4,0.624365482,5,0.37563452,4.375634529
14413,2016-09-21,KN2M2,200,2016,9,1,First,5,1,5,0,5
14414,2016-09-21,KN2M2,205,2016,9,1,First,5,1,5,0,5
15530,2016-09-21,KN2M2,189,2016,9,1,First,4,1,4,0,4
16335,2016-09-21,KN2M2,222,2016,9,1,First,4,0.57657658,3,0.423423423,3.57657659
16431,2016-09-21,KN2M2,160,2016,9,1,First,4,1,4,0,4
14727,2016-09-26,KN2M2,208,2016,9,1,First,4,1,4,0,4
16276,2016-09-26,KN2M2,217,2016,9,1,First,4,1,4,0,4
18413,2016-09-26,KN2M2,243,2016,9,1,First,4,0.66666667,3,0.333333333,3.66666668
15004,2016-09-27,KN2M2,239,2016,9,1,First,5,0.66108787,4,0.338912134,4.661087886
15043,2016-09-27,KN2M2,194,2016,9,1,First,3,1,3,0,3
15529,2016-09-27,KN2M2,194,2016,9,1,First,4,1,4,0,4
16076,2016-09-27,KN2M2,185,2016,9,1,First,4,0.72972973,5,0.27027027,4.270270269
14251,2016-09-28,KN2M2,184,2016,9,1,First,4,1,4,0,4
14254,2016-09-28,KN2M2,264,2016,9,1,First,4,0.856060606,5,0.14393939,4.143939374
14358,2016-09-28,KN2M2,181,2016,9,1,First,5,1,5,0,5
14361,2016-09-28,KN2M2,206,2016,9,1,First,5,1,5,0,5
14439,2016-09-28,KN2M2,224,2016,9,1,First,4,1,4,0,4
19026,2016-09-28,KN2M2,242,2016,9,1,First,5,1,5,0,5
14128,2016-09-29,KN2M2,306,2016,9,1,First,4,1,4,0,4
14482,2016-09-29,KN2M2,122,2016,9,1,First,5,1,5,0,5
16127,2016-09-29,KN2M2,203,2016,9,1,First,3,0.83333333,2,0.166666667,2.833333323
14441,2016-09-30,KN2M2,203,2016,9,1,First,2,0.8,3,0.2,2.2
16110,2016-09-30,KN2M2,210,2016,9,1,First,4,0.76190476,3,0.238095238,3.761904754
16119,2016-09-30,KN2M2,207,2016,9,1,First,2,0.635135135,3,0.36486486,2.36486485
18867,2016-09-30,KN2M2,180,2016,9,1,First,3,1,3,0,3
14129,2016-10-05,KN2M2,209,2016,10,1,First,4,1,4,0,4
14179,2016-10-05,KN2M2,194,2016,10,1,First,5,1,5,0,5
14316,2016-10-05,KN2M2,206,2016,10,1,First,5,1,5,0,5
14317,2016-10-05,KN2M2,317,2016,10,1,First,5,1,5,0,5
14319,2016-10-05,KN2M2,262,2016,10,1,First,5,1,5,0,5
14341,2016-10-05,KN2M2,189,2016,10,1,First,5,1,5,0,5
14456,2016-10-05,KN2M2,229,2016,10,1,First,5,1,5,0,5
14800,2016-10-05,KN2M2,196,2016,10,1,First,5,1,5,0,5
15035,2016-10-05,KN2M2,213,2016,10,1,First,3,0.88461538,2,0.115384615,2.884615371
15531,2016-10-05,KN2M2,220,2016,10,1,First,3,1,3,0,3
19018,2016-10-05,KN2M2,246,2016,10,1,First,5,0.90243902,4,0.097560976,4.902439002
14686,2016-10-06,KN2M2,219,2016,10,1,First,5,1,5,0,5
14687,2016-10-06,KN2M2,236,2016,10,1,First,5,0.51694915,4,0.483050847,4.51694914
14813,2016-10-06,KN2M2,197,2016,10,1,First,3,0.5,4,0.5,3.5
16114,2016-10-06,KN2M2,180,2016,10,1,First,4,1,4,0,4
14520,2016-10-07,KN2M2,234,2016,10,1,First,5,1,5,0,5
14880,2016-10-07,KN2M2,183,2016,10,1,First,3,1,3,0,3
19019,2016-10-07,KN2M2,200,2016,10,1,First,2,1,2,0,2
14195,2016-10-11,KN2M2,205,2016,10,1,First,5,0.7804878,4,0.219512195,4.78048778
14394,2016-10-11,KN2M2,172,2016,10,1,First,5,1,5,0,5
15102,2016-10-11,KN2M2,226,2016,10,1,First,5,0.62831858,4,0.371681416,4.628318564
16141,2016-10-11,KN2M2,203,2016,10,1,First,4,1,4,0,4
14442,2016-10-12,KN2M2,200,2016,10,1,First,2,0.642857143,3,0.35714286,2.357142866
15240,2016-10-12,KN2M2,230,2016,10,1,First,3,1,3,0,3
15499,2016-10-12,KN2M2,194,2016,10,1,First,3,0.62820513,2,0.371794872,2.628205134
16502,2016-10-12,KN2M2,218,2016,10,1,First,2,1,2,0,2
14605,2016-10-13,KN2M2,212,2016,10,1,First,3,0.5,4,0.5,3.5
15479,2016-10-13,KN2M2,182,2016,10,1,First,5,1,5,0,5
16370,2016-10-13,KN2M2,259,2016,10,1,First,3,0.72727273,2,0.272727273,2.727272735
19016,2016-10-13,KN2M2,189,2016,10,1,First,5,1,5,0,5
19017,2016-10-13,KN2M2,184,2016,10,1,First,4,0.5,5,0.5,4.5
14444,2016-10-17,KN2M2,210,2016,10,1,First,4,1,4,0,4
16261,2016-10-17,KN2M2,199,2016,10,1,First,3,1,3,0,3
14183,2016-10-18,KN2M2,332,2016,10,1,First,4,1,4,0,4
14450,2016-10-18,KN2M2,162,2016,10,1,First,4,1,4,0,4
14488,2016-10-18,KN2M2,228,2016,10,1,First,3,0.5,4,0.5,3.5
19020,2016-10-18,KN2M2,196,2016,10,1,First,3,1,3,0,3
14360,2016-10-19,KN2M2,192,2016,10,1,First,5,1,5,0,5
14370,2016-10-19,KN2M2,193,2016,10,1,First,5,1,5,0,5
14555,2016-10-19,KN2M2,208,2016,10,1,First,5,0.55769231,4,0.442307692,4.557692319
14741,2016-10-19,KN2M2,235,2016,10,1,First,3,0.5,4,0.5,3.5
14172,2016-10-21,KN2M2,196,2016,10,1,First,4,1,4,0,4
14404,2016-10-21,KN2M2,239,2016,10,1,First,3,0.933054393,4,0.06694561,3.06694562
14409,2016-10-21,KN2M2,216,2016,10,1,First,4,0.62037037,5,0.37962963,4.379629631
15315,2016-10-24,KN2M2,182,2016,10,1,First,3,0.83333333,2,0.166666667,2.833333323
15689,2016-10-24,KN2M2,184,2016,10,1,First,3,1,3,0,3
16860,2016-10-24,KN2M2,193,2016,10,1,First,3,1,3,0,3
17990,2016-10-24,KN2M2,182,2016,10,1,First,3,0.626373626,4,0.37362637,3.373626359
18871,2016-10-24,KN2M2,241,2016,10,1,First,4,0.991701245,5,0.00829876,4.008298779
14221,2016-10-25,KN2M2,192,2016,10,1,First,3,1,3,0,3
15312,2016-10-25,KN2M2,217,2016,10,1,First,4,0.77419355,3,0.225806452,3.774193555
15901,2016-10-25,KN2M2,184,2016,10,1,First,4,0.91304348,2,4.35E-02,3.739130442
16131,2016-10-25,KN2M2,201,2016,10,1,First,4,1,4,0,4
19025,2016-10-25,KN2M2,163,2016,10,1,First,4,0.93251534,3,6.75E-02,3.932515348
14458,2016-10-26,KN2M2,187,2016,10,1,First,5,1,5,0,5
14471,2016-10-26,KN2M2,197,2016,10,1,First,4,0.54822335,3,0.45177665,3.548223349
14740,2016-10-26,KN2M2,279,2016,10,1,First,3,1,3,0,3
15581,2016-10-26,KN2M2,189,2016,10,1,First,3,1,3,0,3
14186,2016-10-28,KN2M2,191,2016,10,1,First,3,0.65151515,2,0.348484848,2.651515147
14209,2016-10-28,KN2M2,192,2016,10,1,First,4,0.770833333,5,0.22916667,4.229166683
14247,2016-10-28,KN2M2,185,2016,10,1,First,4,1,4,0,4
14280,2016-10-28,KN2M2,188,2016,10,1,First,4,0.5,5,0.5,4.5
15994,2016-10-28,KN2M2,203,2016,10,1,First,2,0.651515152,3,0.34848485,2.348484853
16124,2016-10-28,KN2M2,185,2016,10,1,First,2,0.5,3,0.5,2.5
16139,2016-10-28,KN2M2,206,2016,10,1,First,3,0.86585366,2,0.134146341,2.865853663
14711,2016-10-31,KN2M2,202,2016,10,1,First,5,1,5,0,5
14712,2016-10-31,KN2M2,215,2016,10,1,First,4,1,4,0,4
16333,2016-10-31,KN2M2,212,2016,10,1,First,4,0.698113208,5,0.30188679,4.30188678
19049,2016-10-31,KN2M2,226,2016,10,1,First,4,0.504424779,5,0.49557522,4.495575215
19120,2016-10-31,KN2M2,190,2016,10,1,First,5,0.52631579,4,0.473684211,4.526315792
19121,2016-10-31,KN2M2,186,2016,10,1,First,3,1,3,0,3
14445,2016-11-02,KN2M2,214,2016,11,1,First,4,1,4,0,4
15239,2016-11-02,KN2M2,219,2016,11,1,First,4,1,4,0,4
15357,2016-11-02,KN2M2,183,2016,11,1,First,5,1,5,0,5
15886,2016-11-02,KN2M2,258,2016,11,1,First,4,1,4,0,4
14470,2017-10-03,KN2M2,189,2017,10,1,First,3,1,3,0,3
14581,2017-10-03,KN2M2,219,2017,10,1,First,4,1,4,0,4
14584,2017-10-03,KN2M2,192,2017,10,1,First,3,1,3,0,3
19639,2017-10-03,KN2M2,209,2017,10,1,First,4,1,4,0,4
19644,2017-10-03,KN2M2,182,2017,10,1,First,4,1,4,0,4
14413,2017-10-04,KN2M2,225,2017,10,1,First,5,1,5,0,5
14414,2017-10-04,KN2M2,247,2017,10,1,First,5,1,5,0,5
19698,2017-10-04,KN2M2,204,2017,10,1,First,5,1,5,0,5
19699,2017-10-04,KN2M2,222,2017,10,1,First,5,1,5,0,5
14197,2017-10-05,KN2M2,297,2017,10,1,First,4,1,4,0,4
14390,2017-10-05,KN2M2,236,2017,10,1,First,4,1,4,0,4
14392,2017-10-05,KN2M2,251,2017,10,1,First,5,1,5,0,5
14828,2017-10-05,KN2M2,177,2017,10,1,First,3,0.898305085,4,0.10169492,3.101694934
14442,2017-10-06,KN2M2,169,2017,10,1,First,3,0.786982249,4,0.21301775,3.213017746
14461,2017-10-06,KN2M2,278,2017,10,1,First,4,1,4,0,4
15240,2017-10-06,KN2M2,257,2017,10,1,First,3,1,3,0,3
15825,2017-10-06,KN2M2,285,2017,10,1,First,4,1,4,0,4
16066,2017-10-06,KN2M2,292,2017,10,1,First,5,0.52739726,4,0.47260274,4.527397259
14706,2017-10-10,KN2M2,161,2017,10,1,First,4,1,4,0,4
14720,2017-10-10,KN2M2,253,2017,10,1,First,4,0.52173913,3,0.47826087,3.521739129
15796,2017-10-10,KN2M2,249,2017,10,1,First,3,1,3,0,3
19700,2017-10-10,KN2M2,181,2017,10,1,First,3,0.701657459,4,0.29834254,3.298342536
14316,2017-10-11,KN2M2,265,2017,10,1,First,5,1,5,0,5
14317,2017-10-11,KN2M2,168,2017,10,1,First,5,1,5,0,5
14456,2017-10-11,KN2M2,195,2017,10,1,First,5,1,5,0,5
14800,2017-10-11,KN2M2,191,2017,10,1,First,4,1,4,0,4
14825,2017-10-11,KN2M2,241,2017,10,1,First,5,0.83817427,4,0.161825726,4.838174255
19693,2017-10-11,KN2M2,166,2017,10,1,First,5,1,5,0,5
14410,2017-10-12,KN2M2,272,2017,10,1,First,4,1,4,0,4
14669,2017-10-12,KN2M2,273,2017,10,1,First,5,0.60805861,4,0.391941392,4.608058618
19697,2017-10-12,KN2M2,242,2017,10,1,First,4,0.65289256,3,0.347107438,3.652892554
14444,2017-10-13,KN2M2,289,2017,10,1,First,3,1,3,0,3
14458,2017-10-13,KN2M2,243,2017,10,1,First,5,1,5,0,5
19682,2017-10-13,KN2M2,290,2017,10,1,First,3,1,3,0,3
14314,2017-10-16,KN2M2,326,2017,10,1,First,3,1,3,0,3
14451,2017-10-16,KN2M2,373,2017,10,1,First,4,0.83646113,3,0.163538874,3.836461142
15020,2017-10-16,KN2M2,171,2017,10,1,First,4,1,4,0,4
16124,2017-10-16,KN2M2,171,2017,10,1,First,2,0.905405405,3,0.09459459,2.094594581
16139,2017-10-16,KN2M2,205,2017,10,1,First,3,1,3,0,3
19681,2017-10-16,KN2M2,248,2017,10,1,First,4,1,4,0,4
19696,2017-10-16,KN2M2,200,2017,10,1,First,3,0.77777778,2,0.222222222,2.777777784
14484,2017-10-17,KN2M2,294,2017,10,1,First,2,0.401360544,2,0.401360544,1.605442177
14605,2017-10-17,KN2M2,183,2017,10,1,First,4,1,4,0,4
15479,2017-10-17,KN2M2,214,2017,10,1,First,5,1,5,0,5
15499,2017-10-17,KN2M2,177,2017,10,1,First,4,1,4,0,4
19655,2017-10-17,KN2M2,181,2017,10,1,First,4,1,4,0,4
14450,2017-10-18,KN2M2,263,2017,10,1,First,3,1,3,0,3
15530,2017-10-18,KN2M2,170,2017,10,1,First,4,1,4,0,4
16127,2017-10-18,KN2M2,149,2017,10,1,First,3,0.62195122,2,0.37804878,2.621951221
16335,2017-10-18,KN2M2,217,2017,10,1,First,5,0.52534562,4,0.474654378,4.525345612
16863,2017-10-18,KN2M2,218,2017,10,1,First,2,0.934782609,3,0.06521739,2.065217387
14441,2017-10-19,KN2M2,176,2017,10,1,First,2,0.5,3,0.5,2.5
16110,2017-10-19,KN2M2,173,2017,10,1,First,4,1,4,0,4
16119,2017-10-19,KN2M2,186,2017,10,1,First,3,1,3,0,3
16370,2017-10-23,KN2M2,187,2017,10,1,First,2,0.5,3,0.5,2.5
19679,2017-10-23,KN2M2,167,2017,10,1,First,3,0.592814371,4,0.40718563,3.407185634
16962,2017-11-02,KN2M2,205,2017,11,1,First,4,1,4,0,4
19657,2017-11-02,KN2M2,205,2017,11,1,First,4,1,4,0,4
19692,2017-11-02,KN2M2,177,2017,11,1,First,3,0.615819209,4,0.38418079,3.384180787
14470,2018-10-01,KN2M2,174,2018,10,1,First,2,0.794117647,3,0.20588235,2.205882344
14581,2018-10-01,KN2M2,231,2018,10,1,First,4,1,4,0,4
14584,2018-10-01,KN2M2,195,2018,10,1,First,2,0.5,3,0.5,2.5
15092,2018-10-01,KN2M2,198,2018,10,1,First,3,1,3,0,3
16873,2018-10-01,KN2M2,211,2018,10,1,First,2,0.833333333,3,0.16666667,2.166666677
19931,2018-10-01,KN2M2,214,2018,10,1,First,2,0.5,3,0.5,2.5
19938,2018-10-01,KN2M2,279,2018,10,1,First,5,1,5,0,5
14706,2018-10-02,KN2M2,201,2018,10,1,First,4,0.91542289,3,0.084577114,3.915422903
14720,2018-10-02,KN2M2,207,2018,10,1,First,3,1,3,0,3
15020,2018-10-02,KN2M2,212,2018,10,1,First,4,0.93396226,3,0.066037736,3.933962248
15240,2018-10-02,KN2M2,218,2018,10,1,First,2,1,2,0,2
15499,2018-10-02,KN2M2,217,2018,10,1,First,2,0.456221198,2,0.456221198,1.824884793
15796,2018-10-02,KN2M2,205,2018,10,1,First,3,1,3,0,3
16124,2018-10-05,KN2M2,213,2018,10,1,First,3,0.8,2,0.2,2.8
16139,2018-10-05,KN2M2,207,2018,10,1,First,3,1,3,0,3
16370,2018-10-05,KN2M2,222,2018,10,1,First,3,1,3,0,3
14441,2018-10-09,KN2M2,218,2018,10,1,First,2,0.848837209,3,0.15116279,2.151162789
16110,2018-10-09,KN2M2,219,2018,10,1,First,4,1,4,0,4
16119,2018-10-09,KN2M2,202,2018,10,1,First,2,1,2,0,2
16127,2018-10-09,KN2M2,202,2018,10,1,First,2,1,2,0,2
18447,2018-10-09,KN2M2,257,2018,10,1,First,3,1,3,0,3
19940,2018-10-09,KN2M2,181,2018,10,1,First,3,1,3,0,3
14410,2018-10-10,KN2M2,215,2018,10,1,First,4,1,4,0,4
14451,2018-10-10,KN2M2,203,2018,10,1,First,4,1,4,0,4
19933,2018-10-10,KN2M2,221,2018,10,1,First,3,1,3,0,3
14740,2018-10-11,KN2M2,222,2018,10,1,First,3,1,3,0,3
19957,2018-10-11,KN2M2,200,2018,10,1,First,3,0.5,4,0.5,3.5
14444,2018-10-15,KN2M2,189,2018,10,1,First,3,0.5,4,0.5,3.5
14458,2018-10-15,KN2M2,217,2018,10,1,First,5,1,5,0,5
19955,2018-10-15,KN2M2,202,2018,10,1,First,3,1,3,0,3
19956,2018-10-15,KN2M2,210,2018,10,1,First,4,1,4,0,4
14413,2018-10-16,KN2M2,209,2018,10,1,First,5,1,5,0,5
14414,2018-10-16,KN2M2,204,2018,10,1,First,5,1,5,0,5
14605,2018-10-16,KN2M2,203,2018,10,1,First,5,1,5,0,5
15479,2018-10-16,KN2M2,195,2018,10,1,First,5,1,5,0,5
14442,2018-10-17,KN2M2,197,2018,10,1,First,3,0.97619048,2,2.38E-02,2.976190488
14450,2018-10-17,KN2M2,220,2018,10,1,First,4,1,4,0,4
14456,2018-10-17,KN2M2,193,2018,10,1,First,5,1,5,0,5
14461,2018-10-17,KN2M2,199,2018,10,1,First,3,1,3,0,3
14800,2018-10-17,KN2M2,203,2018,10,1,First,5,0.96551724,4,3.45E-02,4.965517234
15530,2018-10-17,KN2M2,203,2018,10,1,First,4,1,4,0,4
16335,2018-10-17,KN2M2,202,2018,10,1,First,3,1,3,0,3
14392,2018-10-19,KN2M2,193,2018,10,1,First,5,1,5,0,5
15274,2018-10-19,KN2M2,239,2018,10,1,First,4,1,4,0,4
14316,2018-10-22,KN2M2,259,2018,10,1,First,4,0.583011583,5,0.41698842,4.416988432
14317,2018-10-22,KN2M2,226,2018,10,1,First,5,1,5,0,5
14332,2018-10-22,KN2M2,242,2018,10,1,First,5,1,5,0,5
14825,2018-10-22,KN2M2,330,2018,10,1,First,5,1,5,0,5
16050,2018-10-22,KN2M2,209,2018,10,1,First,5,1,5,0,5
14197,2018-10-23,KN2M2,248,2018,10,1,First,4,1,4,0,4
14828,2018-10-23,KN2M2,223,2018,10,1,First,4,0.6367713,3,0.3632287,3.636771299
15825,2018-10-23,KN2M2,224,2018,10,1,First,3,0.848214286,4,0.15178571,3.151785697
14319,2019-10-01,KN2M2,239,2019,10,1,First,5,0.78661088,4,0.213389121,4.786610885
14580,2019-10-01,KN2M2,212,2019,10,1,First,4,0.698113208,5,0.30188679,4.30188678
14581,2019-10-01,KN2M2,224,2019,10,1,First,4,1,4,0,4
18921,2019-10-01,KN2M2,222,2019,10,1,First,3,1,3,0,3
20123,2019-10-01,KN2M2,213,2019,10,1,First,2,0.61627907,3,0.38372093,2.38372093
14316,2019-10-02,KN2M2,268,2019,10,1,First,5,1,5,0,5
14470,2019-10-02,KN2M2,211,2019,10,1,First,3,0.981042654,4,0.01895735,3.018957362
14825,2019-10-02,KN2M2,324,2019,10,1,First,5,1,5,0,5
15301,2019-10-02,KN2M2,223,2019,10,1,First,5,1,5,0,5
15304,2019-10-02,KN2M2,243,2019,10,1,First,4,0.70781893,3,0.29218107,3.70781893
15783,2019-10-02,KN2M2,198,2019,10,1,First,4,1,4,0,4
20127,2019-10-02,KN2M2,206,2019,10,1,First,4,1,4,0,4
16139,2019-10-03,KN2M2,224,2019,10,1,First,3,1,3,0,3
16649,2019-10-03,KN2M2,228,2019,10,1,First,5,1,5,0,5
20129,2019-10-03,KN2M2,211,2019,10,1,First,3,1,3,0,3
17366,2019-10-04,KN2M2,240,2019,10,1,First,4,1,4,0,4
20206,2019-10-04,KN2M2,274,2019,10,1,First,2,1,2,0,2
20249,2019-10-04,KN2M2,204,2019,10,1,First,4,0.862745098,5,0.1372549,4.137254892
14720,2019-10-07,KN2M2,237,2019,10,1,First,3,1,3,0,3
14773,2019-10-07,KN2M2,216,2019,10,1,First,5,0.75,6,0.25,5.25
15136,2019-10-07,KN2M2,269,2019,10,1,First,5,0.99628253,4,3.72E-03,4.996282538
15796,2019-10-07,KN2M2,295,2019,10,1,First,3,1,3,0,3
18671,2019-10-07,KN2M2,277,2019,10,1,First,2,0.602040816,3,0.39795918,2.397959173
20251,2019-10-07,KN2M2,222,2019,10,1,First,2,1,2,0,2
20252,2019-10-07,KN2M2,225,2019,10,1,First,2,0.5,3,0.5,2.5
14360,2019-10-08,KN2M2,328,2019,10,1,First,5,1,5,0,5
14361,2019-10-08,KN2M2,260,2019,10,1,First,5,1,5,0,5
14370,2019-10-08,KN2M2,229,2019,10,1,First,5,1,5,0,5
15294,2019-10-08,KN2M2,206,2019,10,1,First,5,1,5,0,5
16788,2019-10-08,KN2M2,206,2019,10,1,First,5,1,5,0,5
14261,2019-10-09,KN2M2,323,2019,10,1,First,4,0.81114551,3,0.188854489,3.811145507
14263,2019-10-09,KN2M2,203,2019,10,1,First,5,1,5,0,5
17324,2019-10-09,KN2M2,240,2019,10,1,First,3,0.583333333,4,0.41666667,3.41666668
20128,2019-10-09,KN2M2,234,2019,10,1,First,4,0.96581197,3,3.42E-02,3.965811983
20236,2019-10-09,KN2M2,226,2019,10,1,First,2,0.611111111,3,0.38888889,2.388888892
15499,2019-10-15,KN2M2,233,2019,10,1,First,2,0.776824034,3,0.22317597,2.223175979
18818,2019-10-15,KN2M2,218,2019,10,1,First,3,1,3,0,3
20122,2019-10-15,KN2M2,209,2019,10,1,First,2,0.928571429,3,0.07142857,2.071428567
20124,2019-10-15,KN2M2,225,2019,10,1,First,3,1,3,0,3
20325,2020-10-20,KN2M2,206,2020,10,1,First,5,1,5,0,5
14456,2020-10-21,KN2M2,220,2020,10,1,First,5,1,5,0,5
14799,2020-10-21,KN2M2,226,2020,10,1,First,5,1,5,0,5
14800,2020-10-21,KN2M2,209,2020,10,1,First,5,0.99521531,4,4.78E-03,4.995215306
20318,2020-10-22,KN2M2,218,2020,10,1,First,3,1,3,0,3
20319,2020-10-22,KN2M2,205,2020,10,1,First,3,0.83333333,2,0.166666667,2.833333323
20320,2020-10-22,KN2M2,229,2020,10,1,First,2,0.5,3,0.5,2.5
14711,2020-10-26,KN2M2,227,2020,10,1,First,4,1,4,0,4
15996,2020-10-26,KN2M2,278,2020,10,1,First,4,1,4,0,4
16656,2020-10-26,KN2M2,205,2020,10,1,First,3,0.902439024,4,0.09756098,3.097560993
20324,2020-10-26,KN2M2,221,2020,10,1,First,4,1,4,0,4
20232,2020-10-27,KN2M2,292,2020,10,1,First,5,1,5,0,5
14360,2020-10-28,KN2M2,267,2020,10,1,First,5,1,5,0,5
14361,2020-10-28,KN2M2,218,2020,10,1,First,5,1,5,0,5
14366,2020-10-28,KN2M2,266,2020,10,1,First,4,1,4,0,4
14370,2020-10-28,KN2M2,239,2020,10,1,First,5,0.57740586,4,0.422594142,4.577405869
14556,2020-10-28,KN2M2,209,2020,10,1,First,5,1,5,0,5
15079,2020-10-28,KN2M2,1100,2020,10,1,First,5,1,5,0,5
15397,2020-10-28,KN2M2,201,2020,10,1,First,4,0.691542289,5,0.30845771,4.308457704
17012,2020-10-28,KN2M2,211,2020,10,1,First,5,1,5,0,5
